ID,City,Group_size,Age,TOM,BUMO,BUMO_Previous,MostFavourite,Gender,Age_Group_2,Occupation,Occupation_Group,Year,Needstates,Daypart,NeedstateGroup,Brand,Spontaneous,Trial,P3M,P1M,Comprehension,Brand_Likability,Weekly,Daily,Segmentation,NPS_P3M,NPS_P3M_Group,Awareness,Attribute,BrandImage,Visit,Spending,PPA,TOM_Group,BUMO_Group,BUMO_Previous_Group,MostFavourite_Group,Awareness_flag,Spontaneous_flag,Trial_flag,P3M_flag,P1M_flag,Weekly_flag,Daily_flag,Brand_Loyalty,Brand_Switcher,Funnel_Depth,Awareness_Usage_Gap,Need_is_Drinking
124756,Hồ Chí Minh,3.0,54.0,Trung Nguyên,Street / Half street coffee (including carts),Don't have any brands,Trung Nguyên,Male,45+ y.o.,Retirement,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),7.0,Detractive,Highlands Coffee,Feel I belong here,Highlands Coffee,8.0,80.0,10.0,Trung Nguyên,Street / Half street coffee (including carts),Others,Trung Nguyên,1,1,1,1,0,0,0,1,1,4,0,1
131087,Hồ Chí Minh,4.0,21.0,Highlands Coffee,Street / Half street coffee (including carts),Don't have any brands,Highlands Coffee,Female,20 - 24 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Good tea taste,Highlands Coffee,6.0,150.0,25.0,Highlands Coffee,Street / Half street coffee (including carts),Others,Highlands Coffee,1,1,1,1,0,0,0,1,1,4,0,1
131090,Hồ Chí Minh,2.0,47.0,Independent Cafe,Street / Half street coffee (including carts),Don't have any brands,Independent Cafe,Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,22.0,264.0,12.0,Independent Cafe,Street / Half street coffee (including carts),Others,Independent Cafe,0,0,0,0,0,0,0,1,1,0,0,1
132958,Hồ Chí Minh,5.0,17.0,The Coffee House,Street / Half street coffee (including carts),Don't have any brands,KOI cafe,Female,16 - 19 y.o.,Pupil / Student,None Working,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Delicious food,Highlands Coffee,4.0,48.0,12.0,Others,Street / Half street coffee (including carts),Others,Others,1,1,1,0,0,0,0,0,1,3,0,1
134495,Hồ Chí Minh,3.0,36.0,Trung Nguyên,Street / Half street coffee (including carts),Don't have any brands,Highlands Coffee,Female,35 - 39 y.o.,Housewife,None Working,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Good music,Highlands Coffee,4.0,48.0,12.0,Trung Nguyên,Street / Half street coffee (including carts),Others,Highlands Coffee,1,1,0,0,0,0,0,1,1,2,1,0
135171,Hồ Chí Minh,6.0,17.0,The Coffee House,Street / Half street coffee (including carts),Don't have any brands,Gong Cha,Female,16 - 19 y.o.,Pupil / Student,None Working,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Delicious food,Highlands Coffee,3.0,45.0,15.0,Others,Street / Half street coffee (including carts),Others,Others,1,1,0,0,0,0,0,0,1,2,1,0
135177,Hồ Chí Minh,3.0,23.0,Trung Nguyên,Street / Half street coffee (including carts),Don't have any brands,Trung Nguyên,Female,20 - 24 y.o.,Pupil / Student,None Working,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Delicious food,Highlands Coffee,3.0,45.0,15.0,Trung Nguyên,Street / Half street coffee (including carts),Others,Trung Nguyên,1,1,0,0,0,0,0,1,1,2,1,0
135178,Hồ Chí Minh,3.0,48.0,Trung Nguyên,Street / Half street coffee (including carts),Don't have any brands,Trung Nguyên,Female,45+ y.o.,Housewife,None Working,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,3.0,45.0,15.0,Trung Nguyên,Street / Half street coffee (including carts),Others,Trung Nguyên,1,1,0,0,0,0,0,1,1,2,1,0
136070,Hồ Chí Minh,2.0,25.0,Starbucks,Street / Half street coffee (including carts),Don't have any brands,Starbucks,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Convenient location,Highlands Coffee,4.0,200.0,50.0,Others,Street / Half street coffee (including carts),Others,Others,1,1,0,0,0,0,0,0,1,2,1,1
136072,Hồ Chí Minh,4.0,45.0,Independent Cafe,Street / Half street coffee (including carts),Don't have any brands,Independent Cafe,Female,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Feel I belong here,Highlands Coffee,3.0,90.0,30.0,Independent Cafe,Street / Half street coffee (including carts),Others,Independent Cafe,1,1,0,0,0,0,0,1,1,2,1,1
138597,Hồ Chí Minh,4.0,38.0,Independent Cafe,Street / Half street coffee (including carts),Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Good music,Highlands Coffee,1.0,20.0,20.0,Independent Cafe,Street / Half street coffee (including carts),Others,Independent Cafe,1,1,0,0,0,0,0,1,1,2,1,1
138654,Hồ Chí Minh,4.0,29.0,Trung Nguyên,Street / Half street coffee (including carts),Don't have any brands,Trung Nguyên,Male,25 - 29 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,4.0,40.0,10.0,Trung Nguyên,Street / Half street coffee (including carts),Others,Trung Nguyên,1,1,0,0,0,0,0,1,1,2,1,1
138655,Hồ Chí Minh,1.0,17.0,Trung Nguyên,Street / Half street coffee (including carts),Don't have any brands,Phúc Long,Male,16 - 19 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,4.0,40.0,10.0,Trung Nguyên,Street / Half street coffee (including carts),Others,Others,0,0,0,0,0,0,0,0,1,0,0,1
138660,Hồ Chí Minh,4.0,48.0,Trung Nguyên,Street / Half street coffee (including carts),Don't have any brands,Independent Cafe,Male,45+ y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Unknown,Unknown,Unknown,Seg.01 - Mass (<VND 25K),-1.0,Detractive,Unknown,Unknown,Unknown,10.0,800.0,80.0,Trung Nguyên,Street / Half street coffee (including carts),Others,Independent Cafe,0,1,0,0,0,0,0,1,1,1,0,1
138977,Hồ Chí Minh,3.0,25.0,Independent Cafe,Street / Half street coffee (including carts),Don't have any brands,Independent Cafe,Female,25 - 29 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Socializing,Overall,Socializing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,1.0,20.0,20.0,Independent Cafe,Street / Half street coffee (including carts),Others,Independent Cafe,0,0,0,0,0,0,0,1,1,0,0,0
138996,Hồ Chí Minh,3.0,35.0,Highlands Coffee,Street / Half street coffee (including carts),Don't have any brands,Highlands Coffee,Male,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),6.0,Detractive,Highlands Coffee,Good tea taste,Highlands Coffee,4.0,200.0,50.0,Highlands Coffee,Street / Half street coffee (including carts),Others,Highlands Coffee,1,1,1,1,1,1,0,1,1,6,0,1
139015,Hồ Chí Minh,3.0,24.0,Trung Nguyên,Street / Half street coffee (including carts),Don't have any brands,The Coffee House,Male,20 - 24 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Unknown,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Unknown,Unknown,Unknown,1.0,55.0,55.0,Trung Nguyên,Street / Half street coffee (including carts),Others,Others,0,1,1,0,0,0,0,0,1,2,-1,1
139017,Hồ Chí Minh,3.0,32.0,Trung Nguyên,Street / Half street coffee (including carts),Don't have any brands,Phúc Long,Male,30 - 34 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Unknown,Unknown,Unknown,Seg.01 - Mass (<VND 25K),-1.0,Detractive,Unknown,Unknown,Unknown,2.0,30.0,15.0,Trung Nguyên,Street / Half street coffee (including carts),Others,Others,0,1,0,0,0,0,0,0,1,1,0,1
139052,Hồ Chí Minh,3.0,40.0,Independent Cafe,Street / Half street coffee (including carts),Don't have any brands,Independent Cafe,Male,40 - 44 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,2.0,20.0,10.0,Independent Cafe,Street / Half street coffee (including carts),Others,Independent Cafe,1,1,1,0,0,0,0,1,1,3,0,1
139144,Hồ Chí Minh,4.0,26.0,Trung Nguyên,Street / Half street coffee (including carts),Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Good tea taste,Highlands Coffee,4.0,60.0,15.0,Trung Nguyên,Street / Half street coffee (including carts),Others,Highlands Coffee,1,1,1,1,0,0,0,1,1,4,0,0
91855,Hồ Chí Minh,1.0,60.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Independent Cafe,Female,45+ y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,18.0,180.0,10.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Independent Cafe,0,0,0,0,0,0,0,2,1,0,0,1
92610,Hồ Chí Minh,4.0,39.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Good place for working / studying,Highlands Coffee,12.0,300.0,25.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Independent Cafe,1,1,0,0,0,0,0,2,1,2,1,1
92639,Hồ Chí Minh,2.0,40.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Highlands Coffee,Female,40 - 44 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Convenient location,Highlands Coffee,4.0,48.0,12.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Highlands Coffee,1,1,0,0,0,0,0,2,1,2,1,1
92641,Hồ Chí Minh,4.0,18.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Highlands Coffee,Male,16 - 19 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),6.0,Detractive,Highlands Coffee,Good tea taste,Highlands Coffee,12.0,144.0,12.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Highlands Coffee,1,1,1,1,0,0,0,2,1,4,0,1
92690,Hồ Chí Minh,5.0,50.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Phúc Long,Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,30.0,360.0,12.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Others,0,0,0,0,0,0,0,1,1,0,0,1
93066,Hồ Chí Minh,2.0,57.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Highlands Coffee,Female,45+ y.o.,Housewife,None Working,2017,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Convenient location,Highlands Coffee,2.0,36.0,18.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Highlands Coffee,1,1,1,1,1,0,0,2,1,5,0,0
93385,Hồ Chí Minh,4.0,43.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,The Coffee Factory,Male,40 - 44 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Convenient location,Highlands Coffee,6.0,330.0,55.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Others,1,1,0,0,0,0,0,1,1,2,1,1
93389,Hồ Chí Minh,1.0,26.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,The Coffee House,Male,25 - 29 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,24.0,288.0,12.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Others,1,1,0,0,0,0,0,1,1,2,1,1
93390,Hồ Chí Minh,1.0,52.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Highlands Coffee,Female,45+ y.o.,Lecturer / Teacher,White Collar,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,2.0,24.0,12.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Highlands Coffee,1,1,1,0,0,0,0,2,1,3,0,1
94988,Hồ Chí Minh,3.0,49.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Highlands Coffee,Female,45+ y.o.,Housewife,None Working,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Good tea taste,Highlands Coffee,2.0,100.0,50.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Highlands Coffee,1,1,1,1,1,0,0,2,1,5,0,0
95252,Hồ Chí Minh,3.0,48.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Highlands Coffee,Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Good tea taste,Highlands Coffee,30.0,360.0,12.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Highlands Coffee,1,1,1,1,0,0,0,2,1,4,0,1
96500,Hồ Chí Minh,2.0,55.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Milano,Female,45+ y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Delicious food,Highlands Coffee,1.0,50.0,50.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Others,1,1,0,0,0,0,0,1,1,2,1,1
96599,Hồ Chí Minh,3.0,39.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Diversified menu,Highlands Coffee,2.0,30.0,15.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Independent Cafe,1,1,0,0,0,0,0,2,1,2,1,1
96719,Hồ Chí Minh,3.0,50.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Independent Cafe,Female,45+ y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,1.0,20.0,20.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Independent Cafe,1,1,0,0,0,0,0,2,1,2,1,1
107049,Hồ Chí Minh,4.0,16.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Coffee Bean & Tea Leaf,Male,16 - 19 y.o.,Pupil / Student,None Working,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,8.0,80.0,10.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Others,1,1,0,0,0,0,0,1,1,2,1,1
107621,Hồ Chí Minh,3.0,58.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Other Branded Cafe Chain,Female,45+ y.o.,Housewife,None Working,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Good music,Highlands Coffee,2.0,30.0,15.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Others,1,1,0,0,0,0,0,1,1,2,1,0
108888,Hồ Chí Minh,6.0,32.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,The Coffee House,Male,30 - 34 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Good tea taste,Highlands Coffee,4.0,100.0,25.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Others,1,1,1,1,0,0,0,1,1,4,0,1
109208,Hồ Chí Minh,2.0,49.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Milano,Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,High speed of internet,Highlands Coffee,1.0,15.0,15.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Others,1,1,0,0,0,0,0,1,1,2,1,0
109209,Hồ Chí Minh,3.0,35.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,The Coffee House,Female,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,High speed of internet,Highlands Coffee,8.0,200.0,25.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Others,1,1,0,0,0,0,0,1,1,2,1,1
109419,Hồ Chí Minh,2.0,41.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Independent Cafe,Female,40 - 44 y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Feel I belong here,Highlands Coffee,10.0,250.0,25.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Independent Cafe,1,1,1,0,0,0,0,2,1,3,0,1
109545,Hồ Chí Minh,5.0,52.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Independent Cafe,Female,45+ y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Good place for working / studying,Highlands Coffee,3.0,75.0,25.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Independent Cafe,1,1,0,0,0,0,0,2,1,2,1,1
110395,Hồ Chí Minh,4.0,55.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Independent Cafe,Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,7.0,140.0,20.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Independent Cafe,0,0,0,0,0,0,0,2,1,0,0,1
110592,Hồ Chí Minh,3.0,20.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Gong Cha,Male,20 - 24 y.o.,Pupil / Student,None Working,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Good music,Highlands Coffee,2.0,130.0,65.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Others,1,1,0,0,0,0,0,1,1,2,1,0
111495,Hồ Chí Minh,3.0,34.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Phúc Long,Female,30 - 34 y.o.,Self Employed  - Company owner (under 10 employees),Self Employed - Company Owner,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Quick speed of service,Highlands Coffee,8.0,96.0,12.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Others,1,1,0,0,0,0,0,1,1,2,1,1
111496,Hồ Chí Minh,4.0,23.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Don't have any brands,Highlands Coffee,Male,20 - 24 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,10.0,500.0,50.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Others,Highlands Coffee,1,1,1,1,1,1,0,2,1,6,0,1
