ID,City,Group_size,Age,TOM,BUMO,BUMO_Previous,MostFavourite,Gender,Age_Group_2,Occupation,Occupation_Group,Year,IncomeBand
739939,Hồ Chí Minh,2.0,46.0,Trung Nguyên,Other 1,Unknown,Other 1,Female,45+ y.o.,Housewife,None Working,2019,From 4.5 millions to 6.49 millions VND
750784,Đà Nẵng,2.0,35.0,Street / Half street coffee (including carts),Other 1,Unknown,Other 1,Female,35 - 39 y.o.,Civil servant - Staff level,White Collar,2019,From 4.5 millions to 6.49 millions VND
783705,Hồ Chí Minh,2.0,49.0,Street / Half street coffee (including carts),Other 1,Unknown,Other 1,Female,45+ y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2019,From 6.5 millions to 7.49 millions VND
802650,Đà Nẵng,2.0,55.0,Street / Half street coffee (including carts),Other 1,Unknown,Other 1,Female,45+ y.o.,Housewife,None Working,2019,From 6.5 millions to 7.49 millions VND
805390,Cần Thơ,4.0,37.0,Mê Trang,Other 1,Unknown,Other 1,Male,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2019,From 4.5 millions to 6.49 millions VND
806378,Cần Thơ,4.0,44.0,Trung Nguyên,Other 1,Unknown,Other 1,Male,40 - 44 y.o.,Freelance,Self Employed - Small Business and Freelance,2019,From 4.5 millions to 6.49 millions VND
806625,Hải Phòng,5.0,26.0,Highlands Coffee,Other 1,Unknown,Other 1,Male,25 - 29 y.o.,Military / Police,Other Occupations,2019,From 6.5 millions to 7.49 millions VND
809844,Đà Nẵng,1.0,23.0,Highlands Coffee,Other 1,Unknown,Other 1,Male,20 - 24 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2019,From 4.5 millions to 6.49 millions VND
810780,Đà Nẵng,1.0,49.0,Street / Half street coffee (including carts),Other 1,Unknown,Other 1,Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2019,From 7.5 millions to 8.99 millions VND
811652,Cần Thơ,2.0,47.0,Mê Trang,Other 1,Unknown,Other 1,Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2019,From 4.5 millions to 6.49 millions VND
812924,Đà Nẵng,2.0,34.0,Street / Half street coffee (including carts),Other 1,Unknown,Other 1,Female,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2019,From 4.5 millions to 6.49 millions VND
816512,Cần Thơ,2.0,47.0,Trung Nguyên,Other 1,Unknown,Other 1,Male,45+ y.o.,Freelance,Self Employed - Small Business and Freelance,2019,From 4.5 millions to 6.49 millions VND
817746,Đà Nẵng,1.0,52.0,Trung Nguyên,Other 1,Unknown,Other 1,Female,45+ y.o.,Housewife,None Working,2019,From 4.5 millions to 6.49 millions VND
818149,Đà Nẵng,2.0,45.0,Other 2,Other 1,Unknown,Other 1,Female,45+ y.o.,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",White Collar,2019,From 6.5 millions to 7.49 millions VND
820104,Nha Trang,4.0,28.0,Street / Half street coffee (including carts),Other 1,Unknown,Other 1,Female,25 - 29 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2019,From 4.5 millions to 6.49 millions VND
822683,Hải Phòng,4.0,39.0,Cộng Cà Phê,Other 1,Unknown,Other 1,Female,35 - 39 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2019,From 6.5 millions to 7.49 millions VND
825219,Cần Thơ,5.0,33.0,Street / Half street coffee (including carts),Other 1,Unknown,Other 1,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2019,From 6.5 millions to 7.49 millions VND
837506,Hồ Chí Minh,1.0,34.0,Street / Half street coffee (including carts),Other 1,Unknown,Other 1,Female,30 - 34 y.o.,Housewife,None Working,2019,From 7.5 millions to 8.99 millions VND
837788,Đà Nẵng,1.0,24.0,Long Cafe,Other 1,Unknown,Other 1,Male,20 - 24 y.o.,Freelance,Self Employed - Small Business and Freelance,2019,From 6.5 millions to 7.49 millions VND
841422,Cần Thơ,2.0,37.0,Trung Nguyên,Other 1,Unknown,Other 1,Male,35 - 39 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2019,From 6.5 millions to 7.49 millions VND
841468,Cần Thơ,4.0,30.0,Trung Nguyên,Other 1,Unknown,Other 1,Male,30 - 34 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2019,From 6.5 millions to 7.49 millions VND
841591,Cần Thơ,4.0,40.0,Mê Trang,Other 1,Unknown,Other 1,Female,40 - 44 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2019,From 7.5 millions to 8.99 millions VND
841674,Cần Thơ,2.0,42.0,Trung Nguyên,Other 1,Unknown,Other 1,Male,40 - 44 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2019,From 7.5 millions to 8.99 millions VND
842540,Cần Thơ,2.0,21.0,Mê Trang,Other 1,Unknown,Other 1,Male,20 - 24 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2019,From 6.5 millions to 7.49 millions VND
849438,Cần Thơ,4.0,50.0,Street / Half street coffee (including carts),Other 1,Unknown,Other 1,Male,45+ y.o.,Freelance,Self Employed - Small Business and Freelance,2019,From 4.5 millions to 6.49 millions VND
351113,Hồ Chí Minh,3.0,44.0,Street / Half street coffee (including carts),Other 1,Unknown,Trung Nguyên,Female,40 - 44 y.o.,Housewife,None Working,2018,From 4.5 millions to 6.49 millions VND
351651,Hồ Chí Minh,3.0,40.0,Trung Nguyên,Other 1,Unknown,Viva Star,Male,40 - 44 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 9 millions to 11.99 millions VND
361515,Hà Nội,2.0,29.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2018,From 7.5 millions to 8.99 millions VND
367178,Hải Phòng,2.0,35.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 3 millions to 4.49 millions VND
368425,Hải Phòng,4.0,18.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Male,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
369258,Đà Nẵng,2.0,26.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Housewife,None Working,2018,Under 3 millions VND
369611,Đà Nẵng,4.0,29.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Male,25 - 29 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 6.5 millions to 7.49 millions VND
369766,Đà Nẵng,4.0,36.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,35 - 39 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
374077,Hải Phòng,3.0,20.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Male,20 - 24 y.o.,Pupil / Student,None Working,2018,From 4.5 millions to 6.49 millions VND
376026,Đà Nẵng,3.0,19.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
383729,Cần Thơ,4.0,38.0,Street / Half street coffee (including carts),Other 1,Unknown,Street / Half street coffee (including carts),Male,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 7.5 millions to 8.99 millions VND
390233,Hải Phòng,3.0,28.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2018,From 6.5 millions to 7.49 millions VND
392030,Hải Phòng,5.0,19.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
392712,Đà Nẵng,1.0,53.0,Long Cafe,Other 1,Unknown,Trung Nguyên,Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
393125,Đà Nẵng,2.0,28.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Male,25 - 29 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 9 millions to 11.99 millions VND
393364,Đà Nẵng,1.0,46.0,Trung Nguyên,Other 1,Unknown,Highlands Coffee,Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
394577,Hải Phòng,4.0,44.0,Milano,Other 1,Unknown,Highlands Coffee,Male,40 - 44 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 20 millions to 24.99 millions VND
394581,Hải Phòng,5.0,29.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Male,25 - 29 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 9 millions to 11.99 millions VND
394615,Hải Phòng,4.0,26.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2018,From 9 millions to 11.99 millions VND
395099,Đà Nẵng,1.0,47.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Male,45+ y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2018,From 4.5 millions to 6.49 millions VND
395851,Đà Nẵng,4.0,16.0,Urban Station,Other 1,Unknown,Highlands Coffee,Male,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
396119,Đà Nẵng,1.0,38.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Female,35 - 39 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 3 millions to 4.49 millions VND
406482,Đà Nẵng,2.0,23.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Male,20 - 24 y.o.,Pupil / Student,None Working,2018,From 3 millions to 4.49 millions VND
406793,Hồ Chí Minh,3.0,28.0,Trung Nguyên,Other 1,Unknown,Highlands Coffee,Female,25 - 29 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
411336,Hà Nội,4.0,26.0,Cộng Cà Phê,Other 1,Unknown,Highlands Coffee,Male,25 - 29 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
416459,Hải Phòng,3.0,25.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Male,25 - 29 y.o.,Officer - Staff level,White Collar,2018,From 9 millions to 11.99 millions VND
419720,Hải Phòng,4.0,20.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Male,20 - 24 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
420663,Nha Trang,5.0,36.0,Milano,Other 1,Unknown,Other 2,Male,35 - 39 y.o.,Officer - Staff level,White Collar,2018,From 7.5 millions to 8.99 millions VND
428983,Hải Phòng,4.0,34.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 9 millions to 11.99 millions VND
429580,Hải Phòng,2.0,22.0,Starbucks,Other 1,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2018,From 3 millions to 4.49 millions VND
432820,Hồ Chí Minh,2.0,39.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Male,35 - 39 y.o.,Officer - Staff level,White Collar,2018,From 12 millions to 14.99 millions VND
434897,Hải Phòng,4.0,23.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,20 - 24 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 9 millions to 11.99 millions VND
436076,Hải Phòng,4.0,31.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 4.5 millions to 6.49 millions VND
436794,Đà Nẵng,3.0,37.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Female,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 6.5 millions to 7.49 millions VND
437796,Hồ Chí Minh,4.0,35.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Male,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 9 millions to 11.99 millions VND
437851,Đà Nẵng,1.0,53.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Male,45+ y.o.,Retirement,None Working,2018,From 4.5 millions to 6.49 millions VND
437900,Hải Phòng,4.0,36.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Male,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 9 millions to 11.99 millions VND
438034,Đà Nẵng,3.0,48.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Female,45+ y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 6.5 millions to 7.49 millions VND
441715,Đà Nẵng,2.0,24.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,20 - 24 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
441953,Hải Phòng,4.0,32.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Male,30 - 34 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 7.5 millions to 8.99 millions VND
442270,Hải Phòng,4.0,47.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,45+ y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 4.5 millions to 6.49 millions VND
443588,Hải Phòng,2.0,34.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 7.5 millions to 8.99 millions VND
444603,Cần Thơ,3.0,46.0,Street / Half street coffee (including carts),Other 1,Unknown,Other 2,Female,45+ y.o.,Housewife,None Working,2018,From 3 millions to 4.49 millions VND
445381,Hải Phòng,5.0,40.0,Cộng Cà Phê,Other 1,Unknown,Cộng Cà Phê,Male,40 - 44 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 12 millions to 14.99 millions VND
445482,Hải Phòng,4.0,36.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 9 millions to 11.99 millions VND
445662,Hải Phòng,3.0,38.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 9 millions to 11.99 millions VND
446665,Đà Nẵng,4.0,30.0,Street / Half street coffee (including carts),Other 1,Unknown,Street / Half street coffee (including carts),Male,30 - 34 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2018,From 6.5 millions to 7.49 millions VND
447563,Đà Nẵng,3.0,43.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Male,40 - 44 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 6.5 millions to 7.49 millions VND
447639,Đà Nẵng,4.0,41.0,Street / Half street coffee (including carts),Other 1,Unknown,Street / Half street coffee (including carts),Male,40 - 44 y.o.,Officer - Staff level,White Collar,2018,From 7.5 millions to 8.99 millions VND
447662,Đà Nẵng,2.0,38.0,Highlands Coffee,Other 1,Unknown,Trung Nguyên,Female,35 - 39 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2018,From 6.5 millions to 7.49 millions VND
447706,Đà Nẵng,3.0,20.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,20 - 24 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 9 millions to 11.99 millions VND
447924,Đà Nẵng,4.0,18.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Male,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
448502,Đà Nẵng,4.0,55.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,45+ y.o.,Retirement,None Working,2018,From 3 millions to 4.49 millions VND
448644,Đà Nẵng,2.0,33.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Male,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 7.5 millions to 8.99 millions VND
448961,Đà Nẵng,2.0,40.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Female,40 - 44 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
450192,Đà Nẵng,2.0,36.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Male,35 - 39 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
450263,Đà Nẵng,2.0,48.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Female,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
451494,Đà Nẵng,3.0,34.0,Nia cafe,Other 1,Unknown,Nia cafe,Female,30 - 34 y.o.,Housewife,None Working,2018,From 3 millions to 4.49 millions VND
451693,Đà Nẵng,4.0,33.0,Highlands Coffee,Other 1,Unknown,Nia cafe,Female,30 - 34 y.o.,Housewife,None Working,2018,From 6.5 millions to 7.49 millions VND
452239,Đà Nẵng,2.0,32.0,Street / Half street coffee (including carts),Other 1,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2018,From 4.5 millions to 6.49 millions VND
453393,Đà Nẵng,2.0,28.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Male,25 - 29 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
453489,Đà Nẵng,3.0,31.0,Long Cafe,Other 1,Unknown,Long Cafe,Male,30 - 34 y.o.,Officer - Staff level,White Collar,2018,From 7.5 millions to 8.99 millions VND
453666,Đà Nẵng,2.0,46.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Female,45+ y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2018,From 3 millions to 4.49 millions VND
455225,Đà Nẵng,3.0,51.0,Long Cafe,Other 1,Unknown,Long Cafe,Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 9 millions to 11.99 millions VND
456565,Nha Trang,6.0,25.0,Milano,Other 1,Unknown,Highlands Coffee,Male,25 - 29 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 6.5 millions to 7.49 millions VND
458807,Nha Trang,4.0,16.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
460140,Đà Nẵng,3.0,24.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Officer - Staff level,White Collar,2018,From 4.5 millions to 6.49 millions VND
460207,Đà Nẵng,2.0,23.0,Street / Half street coffee (including carts),Other 1,Unknown,Highlands Coffee,Male,20 - 24 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
460208,Đà Nẵng,3.0,47.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,45+ y.o.,Housewife,None Working,2018,From 4.5 millions to 6.49 millions VND
460221,Đà Nẵng,5.0,32.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2018,From 6.5 millions to 7.49 millions VND
460247,Đà Nẵng,3.0,29.0,Trung Nguyên,Other 1,Unknown,Highlands Coffee,Male,25 - 29 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 7.5 millions to 8.99 millions VND
460283,Đà Nẵng,4.0,21.0,Trung Nguyên,Other 1,Unknown,Trung Nguyên,Male,20 - 24 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
730358,Hải Phòng,3.0,43.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,40 - 44 y.o.,Officer - Senior Management,White Collar,2019,From 30 millions to 44.99 millions VND
734112,Hải Phòng,3.0,45.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,45+ y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2019,From 6.5 millions to 7.49 millions VND
748875,Đà Nẵng,2.0,47.0,Street / Half street coffee (including carts),Other 1,Unknown,Trung Nguyên,Male,45+ y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2019,From 6.5 millions to 7.49 millions VND
783007,Đà Nẵng,1.0,29.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Male,25 - 29 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2019,From 7.5 millions to 8.99 millions VND
797892,Hồ Chí Minh,3.0,19.0,Trung Nguyên,Other 1,Unknown,Highlands Coffee,Male,16 - 19 y.o.,Housewife,None Working,2019,From 9 millions to 11.99 millions VND
809930,Đà Nẵng,2.0,40.0,Long Cafe,Other 1,Unknown,Highlands Coffee,Male,40 - 44 y.o.,Freelance,Self Employed - Small Business and Freelance,2019,From 6.5 millions to 7.49 millions VND
812228,Đà Nẵng,5.0,28.0,Highlands Coffee,Other 1,Unknown,BonPas,Female,25 - 29 y.o.,Lecturer / Teacher,White Collar,2019,From 6.5 millions to 7.49 millions VND
827924,Cần Thơ,2.0,19.0,Street / Half street coffee (including carts),Other 1,Unknown,Highlands Coffee,Female,16 - 19 y.o.,Freelance,Self Employed - Small Business and Freelance,2019,From 3 millions to 4.49 millions VND
829260,Hải Phòng,3.0,36.0,Trung Nguyên,Other 1,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2019,From 12 millions to 14.99 millions VND
836069,Cần Thơ,2.0,39.0,Highlands Coffee,Other 1,Unknown,Highlands Coffee,Female,35 - 39 y.o.,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",White Collar,2019,From 15 millions to 19.99 millions VND
347591,Cần Thơ,4.0,26.0,Other 1,Other 1,Unknown,Other 3,Male,25 - 29 y.o.,Officer - Staff level,White Collar,2018,From 6.5 millions to 7.49 millions VND
351905,Hồ Chí Minh,4.0,50.0,Other 1,Other 1,Unknown,Other 2,Male,45+ y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 6.5 millions to 7.49 millions VND
357090,Cần Thơ,6.0,19.0,Other 1,Other 1,Unknown,Other 2,Male,16 - 19 y.o.,Pupil / Student,None Working,2018,From 9 millions to 11.99 millions VND
359144,Cần Thơ,5.0,38.0,Other 1,Other 1,Unknown,Other 2,Female,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 3 millions to 4.49 millions VND
364513,Hà Nội,3.0,46.0,Other 1,Other 1,Unknown,Highlands Coffee,Male,45+ y.o.,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",White Collar,2018,From 7.5 millions to 8.99 millions VND
365734,Cần Thơ,5.0,39.0,Other 1,Other 1,Unknown,Trung Nguyên,Male,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 6.5 millions to 7.49 millions VND
367132,Đà Nẵng,2.0,23.0,Other 1,Other 1,Unknown,The Coffee House,Male,20 - 24 y.o.,Officer - Staff level,White Collar,2018,From 4.5 millions to 6.49 millions VND
368428,Hải Phòng,3.0,23.0,Other 1,Other 1,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Officer - Staff level,White Collar,2018,From 3 millions to 4.49 millions VND
368473,Hải Phòng,4.0,33.0,Other 1,Other 1,Unknown,Highlands Coffee,Female,30 - 34 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
368988,Đà Nẵng,1.0,50.0,Other 1,Other 1,Unknown,Street / Half street coffee (including carts),Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 3 millions to 4.49 millions VND
370239,Đà Nẵng,2.0,46.0,Other 1,Other 1,Unknown,Trung Nguyên,Female,45+ y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
372878,Đà Nẵng,3.0,29.0,Other 1,Other 1,Unknown,BonPas,Female,25 - 29 y.o.,Lecturer / Teacher,White Collar,2018,From 4.5 millions to 6.49 millions VND
377785,Hà Nội,4.0,36.0,Other 1,Other 1,Unknown,Aha Cafe,Female,35 - 39 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 4.5 millions to 6.49 millions VND
379368,Đà Nẵng,1.0,44.0,Other 1,Other 1,Unknown,Highlands Coffee,Male,40 - 44 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 15 millions to 19.99 millions VND
380670,Đà Nẵng,1.0,49.0,Other 1,Other 1,Unknown,Long Cafe,Male,45+ y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2018,From 7.5 millions to 8.99 millions VND
382263,Nha Trang,4.0,18.0,Other 1,Other 1,Unknown,Highlands Coffee,Male,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
383607,Cần Thơ,4.0,48.0,Other 1,Other 1,Unknown,Street / Half street coffee (including carts),Female,45+ y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 6.5 millions to 7.49 millions VND
385348,Đà Nẵng,5.0,23.0,Other 1,Other 1,Unknown,The Coffee House,Female,20 - 24 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
385886,Cần Thơ,2.0,17.0,Other 1,Other 1,Unknown,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
386551,Đà Nẵng,2.0,47.0,Other 1,Other 1,Unknown,Trung Nguyên,Female,45+ y.o.,Housewife,None Working,2018,Under 3 millions VND
386747,Cần Thơ,3.0,27.0,Other 1,Other 1,Unknown,Other 2,Male,25 - 29 y.o.,Unemployed,None Working,2018,Under 3 millions VND
388788,Đà Nẵng,4.0,58.0,Other 1,Other 1,Unknown,Trung Nguyên,Male,45+ y.o.,Retirement,None Working,2018,From 3 millions to 4.49 millions VND
391044,Đà Nẵng,2.0,58.0,Other 1,Other 1,Unknown,Trung Nguyên,Male,45+ y.o.,Retirement,None Working,2018,From 6.5 millions to 7.49 millions VND
391113,Hồ Chí Minh,4.0,27.0,Other 1,Other 1,Unknown,Starbucks,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2018,From 6.5 millions to 7.49 millions VND
392019,Hải Phòng,4.0,36.0,Other 1,Other 1,Unknown,Highlands Coffee,Female,35 - 39 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
392041,Hải Phòng,4.0,35.0,Other 1,Other 1,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 7.5 millions to 8.99 millions VND
